,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
0,SZ.300759,2020-01-02 00:00:00,33.800172,33.1135019,33.8868391,32.9735012,97.814,0.03204,3154050,107329172.0,-1.9154816623296895,33.7601718
1,SZ.300759,2020-01-03 00:00:00,32.933501,31.7668285,33.1201686,31.1868256,93.907,0.05308,5225772,169920765.68,-4.066840783154993,33.1135019
2,SZ.300759,2020-01-06 00:00:00,31.4201601,31.200159,31.6468279,31.1001585,92.263,0.03414,3361323,107149318.54,-1.7838403352100438,31.7668285
3,SZ.300759,2020-01-07 00:00:00,31.1868256,31.7001615,31.8268288,31.1868256,93.713,0.0324,3189811,102705497.65,1.6025639484721883,31.200159
4,SZ.300759,2020-01-08 00:00:00,31.600161,31.4068267,31.600161,31.1468254,92.862,0.02185,2150965,68619007.54,-0.9253416579596928,31.7001615
5,SZ.300759,2020-01-09 00:00:00,31.7068282,32.7268333,32.9068342,31.7068282,96.692,0.03908,3847191,127497272.78,4.202928912904158,31.4068267
6,SZ.300759,2020-01-10 00:00:00,32.7401667,32.7268333,33.0601683,32.1601638,96.692,0.02485,2446662,81492331.25,0.0,32.7268333
7,SZ.300759,2020-01-13 00:00:00,32.7268333,33.40017,33.533504,32.7268333,98.646,0.03088,3039550,102918682.7,2.057445319648449,32.7268333
8,SZ.300759,2020-01-14 00:00:00,33.40017,33.9668395,34.2935078,33.2735027,100.29,0.03287,3236034,111658506.8,1.6966066340380785,33.40017
9,SZ.300759,2020-01-15 00:00:00,33.600171,35.3668465,35.6468479,33.600171,104.352,0.0397,3908392,138771911.12,4.121687565309108,33.9668395
10,SZ.300759,2020-01-16 00:00:00,35.40018,36.8735207,37.066855,35.133512,108.723,0.04079,4015473,148671350.15,4.260131589623064,35.3668465
11,SZ.300759,2020-01-17 00:00:00,37.066855,37.5135239,38.6401962,36.8735207,110.58,0.04,3937870,150859908.01,1.735671527563145,36.8735207
12,SZ.300759,2020-01-20 00:00:00,37.5201906,38.3535281,38.6935298,36.800187,113.017,0.02739,2696458,104558767.43,2.239203659563413,37.5135239
13,SZ.300759,2020-01-21 00:00:00,38.400195,38.3001945,39.4268668,37.6868581,112.862,0.02809,2765055,108225791.35,-0.13905787196665978,38.3535281
14,SZ.300759,2020-01-22 00:00:00,39.533534,40.1002035,40.9802079,37.733525,118.085,0.05192,5111112,206291848.36,4.699738535270352,38.3001945
15,SZ.300759,2020-01-23 00:00:00,39.0535316,38.466862,40.4535386,37.866859,113.346,0.03983,3920904,154665173.14,-4.073150152467432,40.1002035
