name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
周期ETF,510110,3.751,10062,9960,行业，周期,0.60%,海富通基金,2010-11-15,上证周期指数,39.89,10288,10419,9720,10914,10062,0.216
上证380ETF,510290,2.11,10033,10000,宽基，中小盘,0.60%,南方基金,2011-11-08,上证380指数,29.23,10139,10738,10882,14502,13534,1.65
景顺中证500ETF,159935,1.966,10051,10020,宽基，中小盘,0.60%,景顺长城基金,2014-01-21,中证500指数,39.08,10347,10934,10627,13568,12091,0.602
国寿500ETF,510560,1.433,10000,10000,宽基，中小盘,0.60%,国寿安保基金,2015-07-03,中证500指数,3.51,10332,10906,10694,12992,11301,1.81
中银证券500ETF,515190,1.289,10000,9961,宽基，中小盘,0.20%,中银证券,2020-05-27,中证500指数,10.74,10279,10887,10531,10000,10000,0.608
180治理ETF,510010,1.4,10029,9852,主题，ESG,0.60%,交银施罗德基金,2009-12-15,180治理指数,1.27,9979,10317,9609,12963,12478,2.22
创业板ETF建信,159956,1.469,10069,9980,宽基，中小盘,0.60%,建信基金,2018-03-07,创业板指,36.57,10338,10302,9946,13502,14290,0.71
BOCI创业板ETF,159821,0.886,10011,9933,宽基，中小盘,0.20%,中银证券,2020-10-29,创业板指,10.59,10219,10278,9672,10000,10000,0.219
MSCIA股ETF基金,512180,1.44,10028,10000,MSCI,0.60%,建信基金,2018-05-21,MSCI中国A股国际通指数,41.63,10141,10412,10077,13806,10000,1.35
深100ETF方正富邦,159961,1.804,10022,9994,宽基，大盘股,0.60%,方正富邦基金,2018-12-19,深证100指数,1.67,10192,10410,9967,12476,10000,5.53
中盘ETF,510130,5.638,9975,9909,宽基，大盘股,0.60%,易方达基金,2010-06-23,上证中盘指数,13.67,10301,10935,10582,14876,14508,2.2
杭州湾区ETF,512870,1.501,10000,10000,主题，区域，杭州,0.60%,南华基金,2019-02-22,杭州湾区指数,1.76,10232,10453,10218,12203,10000,0.446
中证100ETF,159923,1.786,10108,9983,宽基，大盘股,0.60%,大成基金,2013-03-05,中证100指数,6.94,10194,10587,9781,10844,11079,0.207
中小300ETF,159907,1.648,10061,9970,宽基，中小盘,0.60%,广发基金,2011-08-10,中小300指数,25.42,10326,10722,10055,12561,11437,0.985
ESGETF基金,510090,2.329,10022,10004,主题，ESG,0.60%,建信基金,2010-08-09,责任指数,0.8157,10069,10435,9953,13316,14394,0.739
深价值ETF,159913,2.108,9883,10067,策略，价值,0.60%,交银施罗德基金,2011-10-25,深证价值指数,8.7,10604,11285,10308,11538,11849,0.422
日经ETF,159866,0.845,10108,9941,跨境，日本,0.25%,工银瑞信基金,2021-04-08,日经225指数,32.07,10406,10764,10656,10000,10000,0.723
大湾区ETF,512970,1.188,10076,10025,主题，区域，大湾区,0.20%,平安基金,2019-11-11,大湾区指数,4.47,10154,10250,10250,12440,10000,0.755
民企领先100ETF,159973,1.445,10070,10049,主题，民企,0.50%,弘毅远方基金,2019-08-09,民企100指数,8.05,10256,10441,10000,12372,10000,5.16
MSCI价值100ETF,515520,1.282,9984,9953,策略，低波动，价值,0.60%,大成基金,2019-11-18,MSCI中国A股质优价值100指数,13.06,10508,10846,10773,12910,10000,0.257
湾创ETF,159976,1.012,10070,10020,主题，区域，大湾区,0.30%,工银瑞信基金,2020-01-17,湾创100指数,38.36,10222,10233,10110,10630,10000,1.09
深100ETF工银,159970,5.16,10051,9994,宽基，大盘股,0.55%,工银瑞信基金,2020-01-10,深证100R指数,10.01,10184,10366,9872,11859,10000,0.206
工银MSCI中国ETF,512320,0.917,10000,10000,MSCI,0.60%,工银瑞信基金,2020-08-07,MSCI中国A股人民币指数,0.4304,10077,10338,9787,10000,10000,0.311
新材料ETF基金,516480,0.851,10131,10035,主题，新兴产业，新材料,0.60%,国联安基金,2021-06-11,新材料指数,35.06,9953,10192,9260,10000,10000,0.185
科技AHETF,517960,0.968,10073,10000,主题，新兴产业，科技,0.40%,上投摩根基金,2021-12-23,SHS科技100人民币指数,28.24,10816,12025,12146,10000,10000,1.66
ESGETF,159717,0.893,10056,9989,主题，ESG,0.60%,鹏华基金,2021-09-29,ESG300指数,6.04,10113,10420,10079,10000,10000,0.539
创科技ETF基金,159777,0.8,10101,9975,主题，新兴产业，科技,0.60%,国联安基金,2021-10-18,创科技指数,11.32,10568,10899,10652,10000,10000,0.127
线上消费ETF平安,159793,0.901,9989,10011,跨境，香港，消费,0.60%,平安基金,2021-11-24,SHS线上消费人民币指数,24.24,11522,11596,12192,10000,10000,0.488
港股通红利ETF,513130,
